step,train_loss,test_loss,train_acc,test_acc,weight_norm
0,4.601614952087402,4.595885753631592,0.010626992210745811,0.00971758272498846,21.745498805321443
100,0.16104869544506073,6.131374835968018,1.0,0.00485879136249423,24.043419249404636
200,0.022241009399294853,6.423545837402344,1.0,0.00546614034101367,23.539801608293786
300,0.014835057780146599,6.752743244171143,1.0,0.004251442383974791,23.510223241193238
400,0.009012388996779919,6.777814865112305,1.0,0.003947767894715071,22.956731769374557
500,0.004110367968678474,7.030034065246582,1.0,0.004251442383974791,23.272404292529195
600,0.013096034526824951,6.8636040687561035,1.0,0.003795930650085211,23.325013396296086
700,0.011978991329669952,6.60304594039917,1.0,0.004251442383974791,22.844926187003004
800,0.00591190904378891,6.826447486877441,1.0,0.00546614034101367,23.79359498431485
900,0.019199704751372337,6.6551513671875,1.0,0.007288187276571989,24.29993288130486
1000,0.017967471852898598,6.34587287902832,1.0,0.007895535789430141,23.887578070432802
1100,0.024284379556775093,6.512226581573486,1.0,0.008654722012579441,25.370007164465772
1200,0.02058306150138378,6.123781681060791,1.0,0.008199210278689861,24.702468975035735
1300,0.009959133341908455,6.289087772369385,1.0,0.00971758272498846,25.686935472238602
1400,0.019205063581466675,6.11007022857666,1.0,0.012906164862215519,26.530191030052954
1500,0.019570663571357727,5.8073530197143555,1.0,0.014272700063884258,26.05686026245223
1600,0.008775589987635612,5.9681901931762695,1.0,0.016398420557379723,27.063283475301322
1700,0.00365999317727983,6.17892599105835,1.0,0.018068630248308182,28.272373631968748
1800,0.0015303989639505744,6.392813682556152,1.0,0.01943516544997692,29.522753840082462
1900,0.031723491847515106,5.886085510253906,1.0,0.029911935329437256,30.95366423360112
2000,0.015553311444818974,5.374444961547852,1.0,0.027027027681469917,29.005957058612577
2100,0.03369004279375076,4.738578796386719,1.0,0.052687518298625946,29.661667951655208
2200,0.027279695495963097,4.535619258880615,1.0,0.055572427809238434,28.67750568807926
2300,0.02326655574142933,4.136935710906982,1.0,0.09383540600538254,30.276862911386818
2400,0.017619028687477112,3.946221113204956,1.0,0.10188277810811996,29.738589115040256
2500,0.007819217629730701,3.8291163444519043,1.0,0.12723959982395172,30.703845648956563
2600,0.0032338593155145645,3.690687894821167,1.0,0.1574552059173584,31.868805818386395
2700,0.001347544719465077,3.543355941772461,1.0,0.19177041947841644,33.05144148170983
2800,0.041247814893722534,2.9052860736846924,1.0,0.2617673873901367,34.657079637577276
2900,0.01002569030970335,2.1656572818756104,1.0,0.3975098729133606,32.58479745978242
3000,0.008294307626783848,1.939038634300232,1.0,0.4559672176837921,32.225512092634126
3100,0.003770130220800638,1.5169341564178467,1.0,0.5678712129592896,33.0259256414375
3200,0.0016160639934241772,1.071419596672058,1.0,0.6963255405426025,33.923875123195536
3300,0.0006869072676636279,0.6659091711044312,1.0,0.8170361518859863,34.81320785279873
3400,0.00029290743987075984,0.36339113116264343,1.0,0.908594012260437,35.67041985429881
3500,0.007317745592445135,0.30073651671409607,1.0,0.9491345286369324,35.63194313365659
3600,0.009297320619225502,0.19406889379024506,1.0,0.9832978844642639,32.85699871990767
3700,0.00799654982984066,0.11896640062332153,1.0,0.990130603313446,31.92608829739327
3800,0.003667565295472741,0.05131208151578903,1.0,0.995596706867218,32.21019510223782
3900,0.001598172471858561,0.022517014294862747,1.0,0.9978742599487305,32.74182096126173
4000,0.0007010652916505933,0.010875779204070568,1.0,0.9998481869697571,33.42412326249905
4100,0.012307897210121155,0.051750216633081436,1.0,0.9940783381462097,34.72664477098018
4200,0.0048671928234398365,0.02174289897084236,1.0,0.9978742599487305,32.05646846700739
4300,0.0053617386147379875,0.014585866592824459,1.0,1.0,30.835407778672863
4400,0.0025434563867747784,0.006112734321504831,1.0,1.0,31.22158487497972
4500,0.00112324976362288,0.0024336485657840967,1.0,1.0,32.01125257317293
4600,0.0004993494367226958,0.001003060257062316,1.0,1.0,32.95354089173082
4700,0.0056109377183020115,0.013752526603639126,1.0,1.0,33.10032357697349
